title,creation_date,score,link,tags,is_answered
Cannot transport OData service from DEV to QAS,1696502351,0,https://stackoverflow.com/questions/77236364/cannot-transport-odata-service-from-dev-to-qas,"odata, sap-basis, sap-gateway",True
Error field not found in SM37 for jobs which don&#39;t exist,1692687642,0,https://stackoverflow.com/questions/76950799/error-field-not-found-in-sm37-for-jobs-which-dont-exist,"excel, vba, sap-gui, sap-basis",False
Error when pulling data from SAP data source using table connector,1688129125,1,https://stackoverflow.com/questions/76589050/error-when-pulling-data-from-sap-data-source-using-table-connector,"json, google-cloud-data-fusion, sap-basis, cdap",False
Reading table via RFC_READ_TABLE in Java,1687172585,0,https://stackoverflow.com/questions/76506008/reading-table-via-rfc-read-table-in-java,"java, saprfc, sap-basis, sapjco3",True
SAP Webservice problems,1684827764,0,https://stackoverflow.com/questions/76312350/sap-webservice-problems,"web-services, soap, soapui, abap, sap-basis",True
How to check object changes in SAP HANA database?,1684248882,1,https://stackoverflow.com/questions/76264463/how-to-check-object-changes-in-sap-hana-database,"abap, hana, change-tracking, sap-basis",True
SAP ABAP AUTHORITY-CHECK is granted in ODATA Service builder without correct rights?,1683896797,0,https://stackoverflow.com/questions/76236633/sap-abap-authority-check-is-granted-in-odata-service-builder-without-correct-rig,"authorization, odata, abap, sap-basis, sap-gateway",False
Creation of custom event for standard table AGR_USERS in SAP,1683138987,0,https://stackoverflow.com/questions/76167060/creation-of-custom-event-for-standard-table-agr-users-in-sap,"event-handling, abap, user-roles, sap-basis",False
Unable to deploy App from VS Code to ABAP Repository,1681822090,0,https://stackoverflow.com/questions/76044824/unable-to-deploy-app-from-vs-code-to-abap-repository,"sapui5, sap-basis",False
How to bypass SSL authentication in if_http_client ABAP consumer?,1680169441,2,https://stackoverflow.com/questions/75886569/how-to-bypass-ssl-authentication-in-if-http-client-abap-consumer,"rest, ssl, abap, sap-basis, sap-ariba",True
Can I use NW SDK client 7.5 for accessing NW 7.4 SAP server?,1678175548,1,https://stackoverflow.com/questions/75659252/can-i-use-nw-sdk-client-7-5-for-accessing-nw-7-4-sap-server,"saprfc, sap-basis, netweaver",True
Automatic Spool Sending,1675848191,1,https://stackoverflow.com/questions/75383597/automatic-spool-sending,"spool, sap-basis",False
SAP ADS error when big PDF document created,1674066742,0,https://stackoverflow.com/questions/75163780/sap-ads-error-when-big-pdf-document-created,"pdf-generation, sap-basis, netweaver",False
Environment variable is showing blank after user logout,1670940665,0,https://stackoverflow.com/questions/74786172/environment-variable-is-showing-blank-after-user-logout,"linux, unix, redhat, hana, sap-basis",False
Calling HTTP endpoint using .CRT and .KEY files in ABAP?,1669405307,4,https://stackoverflow.com/questions/74577287/calling-http-endpoint-using-crt-and-key-files-in-abap,"ssl, ssl-certificate, abap, sap-basis",True
CSADMIN has the create/change function disabled,1663790044,-1,https://stackoverflow.com/questions/73806267/csadmin-has-the-create-change-function-disabled,"sap-gui, sap-basis, netweaver",True
How to hide text in Adobe Form if user checks checkbox in selection screen?,1660276290,-1,https://stackoverflow.com/questions/73329070/how-to-hide-text-in-adobe-form-if-user-checks-checkbox-in-selection-screen,"forms, adobe, abap, sap-basis, livecycle-designer",False
"Why does `sap.ui.export.Spreadsheet` convert dates to UTC when exported from SAP Fiori launchpad, even though I set the `utc: false`?",1659697071,0,https://stackoverflow.com/questions/73248666/why-does-sap-ui-export-spreadsheet-convert-dates-to-utc-when-exported-from-sap,"excel, sapui5, abap, sap-fiori, sap-basis",False
Standard SAP S/4HANA API to query ArchiveLink tables and get metadata,1657793113,1,https://stackoverflow.com/questions/72978753/standard-sap-s-4hana-api-to-query-archivelink-tables-and-get-metadata,"sap-basis, dms, s4hana",False
Removing custom package and its contents programmatically?,1656060316,1,https://stackoverflow.com/questions/72741331/removing-custom-package-and-its-contents-programmatically,"abap, sap-basis",False
SignedCms.CheckSignature with SAP certificate is failing,1650350308,0,https://stackoverflow.com/questions/71920628/signedcms-checksignature-with-sap-certificate-is-failing,"c#, digital-signature, pkcs#7, sap-basis",True
"Executable output works fine in PS console, but not in Powershell ISE?",1649446361,2,https://stackoverflow.com/questions/71802323/executable-output-works-fine-in-ps-console-but-not-in-powershell-ise,"powershell, powershell-4.0, powershell-ise, sap-basis",True
SAP GUI 770 - WSAECONNRESET Timeout every 5 minutes,1648499467,0,https://stackoverflow.com/questions/71653434/sap-gui-770-wsaeconnreset-timeout-every-5-minutes,"sap-gui, sap-basis",False
Create working calendar in SSMS from TFACS SAP calendar,1641208452,0,https://stackoverflow.com/questions/70564933/create-working-calendar-in-ssms-from-tfacs-sap-calendar,"sql-server, t-sql, ssms, sap-basis",True
Backward change transport from QAS to DEV?,1637741328,2,https://stackoverflow.com/questions/70092567/backward-change-transport-from-qas-to-dev,"abap, sap-basis",True
SAP ArchiveLink object cannot be opened,1628175394,1,https://stackoverflow.com/questions/68668987/sap-archivelink-object-cannot-be-opened,"abap, sap-basis",True
How can I turn spool requests into PDF files on the application server?,1627905415,1,https://stackoverflow.com/questions/68621193/how-can-i-turn-spool-requests-into-pdf-files-on-the-application-server,"printing, invoice, sap-basis, sap-smart-forms",True
Salesforce to SAP connection inside Azure,1627054923,-1,https://stackoverflow.com/questions/68501778/salesforce-to-sap-connection-inside-azure,"azure, azure-devops, salesforce, azure-logic-apps, sap-basis",True
ERROR while activating Append structure in EKPO,1624537077,0,https://stackoverflow.com/questions/68115626/error-while-activating-append-structure-in-ekpo,"abap, sap-basis",False
How to configure SAP SNC using Docker,1620128669,2,https://stackoverflow.com/questions/67384132/how-to-configure-sap-snc-using-docker,"dockerfile, sap-erp, saprfc, sap-basis",True
SAP - See all table entries in SE16 for table with numeric key,1619619229,0,https://stackoverflow.com/questions/67301961/sap-see-all-table-entries-in-se16-for-table-with-numeric-key,"hana, sap-basis, sap-data-dictionary, sap-r3",False
Content Server for SAP ArchiveLink Error Server Status,1616825060,0,https://stackoverflow.com/questions/66828481/content-server-for-sap-archivelink-error-server-status,"sap-basis, dms",False
Auto-generated view maintenance dialog is corrupt,1615738159,0,https://stackoverflow.com/questions/66626674/auto-generated-view-maintenance-dialog-is-corrupt,"database, view, sap-basis",True
SAP R/3 STMS error message &quot;Does not match component version&quot; / &quot;Die installierte Komponenten-version stimmt nicht &#252;berein&quot;,1614196237,-1,https://stackoverflow.com/questions/66357926/sap-r-3-stms-error-message-does-not-match-component-version-die-installiert,sap-basis,True
How to create STC01 Task List,1610534117,1,https://stackoverflow.com/questions/65700138/how-to-create-stc01-task-list,sap-basis,True
Finding the (usob)Hash of a Core Data /OData Service Required for the Authorization Object S_SERVICE (parameter SRV_NAME),1610530186,1,https://stackoverflow.com/questions/65699064/finding-the-usobhash-of-a-core-data-odata-service-required-for-the-authorizat,"sap-basis, cds",True
Manual function module transport into another system existing function group?,1608656307,4,https://stackoverflow.com/questions/65412758/manual-function-module-transport-into-another-system-existing-function-group,"import, abap, transport, function-module, sap-basis",True
How to send data to external service in chunks with SAP ICF?,1597739117,-1,https://stackoverflow.com/questions/63464657/how-to-send-data-to-external-service-in-chunks-with-sap-icf,"http, chunks, sap-basis",True
How to consume XML/WSDL SOAP in URL using .Net Core 3.1,1597023522,2,https://stackoverflow.com/questions/63333052/how-to-consume-xml-wsdl-soap-in-url-using-net-core-3-1,"c#, soap, wsdl, asp.net-core-3.1, sap-basis",False
Filtering LCHR fields behaves differently across ABAP versions,1596800853,0,https://stackoverflow.com/questions/63301189/filtering-lchr-fields-behaves-differently-across-abap-versions,"database, abap, sap-basis",False
Where are user deletion logs stored on SAP?,1596740464,1,https://stackoverflow.com/questions/63290149/where-are-user-deletion-logs-stored-on-sap,"netweaver, sap-basis",True
SAP TCODE Extraction tool request,1595603231,0,https://stackoverflow.com/questions/63076359/sap-tcode-extraction-tool-request,"sap-gui, sap-basis",False
Error Log Transformation could not be executed,1595265952,0,https://stackoverflow.com/questions/63000777/error-log-transformation-could-not-be-executed,"sapui5, sap-fiori, sap-basis, sap-gateway",True
How can I extract &#39;Memory Use Statistics&#39; from ST03N?,1594733963,1,https://stackoverflow.com/questions/62896557/how-can-i-extract-memory-use-statistics-from-st03n,"abap, sap-basis",True
Change RZ11 Profile parameters programmatically,1591857984,2,https://stackoverflow.com/questions/62318581/change-rz11-profile-parameters-programmatically,"abap, sap-basis",True
Identifying Streaming Process chains,1591186824,0,https://stackoverflow.com/questions/62172704/identifying-streaming-process-chains,"sap-basis, sap-bw",True
Problem with XML(ATOM) from SAP using XSL to Display Multiple Attributes(within same element) in a HTML table,1589329529,-1,https://stackoverflow.com/questions/61764286/problem-with-xmlatom-from-sap-using-xsl-to-display-multiple-attributeswithin,"xml, xslt, sap-basis",True
Getting one email instead of several in SAP,1585850688,1,https://stackoverflow.com/questions/60998135/getting-one-email-instead-of-several-in-sap,sap-basis,False
How can I force SQL Server from SAP side to create a new plan?,1585478369,1,https://stackoverflow.com/questions/60912998/how-can-i-force-sql-server-from-sap-side-to-create-a-new-plan,"sql-server, sap-basis",False
How to update email with BAPI_USER_CHANGE in pyrfc?,1585229309,1,https://stackoverflow.com/questions/60868381/how-to-update-email-with-bapi-user-change-in-pyrfc,"python, saprfc, bapi, sap-basis, pyrfc",True
Field value is not printed from SAP Adobe form,1583315419,0,https://stackoverflow.com/questions/60523215/field-value-is-not-printed-from-sap-adobe-form,"sap-basis, livecycle-designer, adobe-form",False
Underline string in Adobe Lifecycle Designer,1581369783,3,https://stackoverflow.com/questions/60158627/underline-string-in-adobe-lifecycle-designer,"javascript, sap-basis, livecycle-designer, adobe-form",True
Has anyone experience in running SAP jobs with Rundeck,1579872967,0,https://stackoverflow.com/questions/59897535/has-anyone-experience-in-running-sap-jobs-with-rundeck,"jobs, scheduling, rundeck, sap-basis",True
How to make ABAP code work in any ABAP-based system,1575200709,5,https://stackoverflow.com/questions/59125177/how-to-make-abap-code-work-in-any-abap-based-system,"abap, sap-basis",True
"SAP NCo multiple connections issue, one login after create function call one again after invoke call",1573727507,0,https://stackoverflow.com/questions/58854636/sap-nco-multiple-connections-issue-one-login-after-create-function-call-one-aga,"c#, saprfc, sap-basis, sap-dotnet-connector",True
Hiding table in SAP Adobe Forms,1573069188,3,https://stackoverflow.com/questions/58737393/hiding-table-in-sap-adobe-forms,"adobe, abap, sap-basis, livecycle-designer, adobe-form",True
SAP custom translations for standard SAPUI5 application,1570528105,1,https://stackoverflow.com/questions/58283965/sap-custom-translations-for-standard-sapui5-application,"sapui5, translation, sap-basis",True
Cache Buster with Multi-components - SAPUI5,1569920710,1,https://stackoverflow.com/questions/58181462/cache-buster-with-multi-components-sapui5,"javascript, caching, sapui5, sap-web-ide, sap-basis",False
PHP SOAP server for SAP client has configuration issues in WSDL,1566567654,1,https://stackoverflow.com/questions/57627589/php-soap-server-for-sap-client-has-configuration-issues-in-wsdl,"php, wsdl, nusoap, sap-basis",False
How to install .PRI printer definitions on SAP?,1564148207,1,https://stackoverflow.com/questions/57221230/how-to-install-pri-printer-definitions-on-sap,"printing, sap-basis, system.printing",False
Setting the Visiblity of Tables based on a variable in a loop,1563888604,0,https://stackoverflow.com/questions/57165309/setting-the-visiblity-of-tables-based-on-a-variable-in-a-loop,"javascript, adobe, sap-basis, livecycle-designer, adobe-form",False
Hide text field in Adobe form and remove the space to move up the next text,1562153966,3,https://stackoverflow.com/questions/56869284/hide-text-field-in-adobe-form-and-remove-the-space-to-move-up-the-next-text,"javascript, sap-basis, livecycle-designer",False
New SAP Instance not working. No instance profiles found,1561933229,2,https://stackoverflow.com/questions/56828441/new-sap-instance-not-working-no-instance-profiles-found,"ubuntu-18.04, vmware, sap-basis",True
Does SAT have any advantages over ST12?,1560865290,-3,https://stackoverflow.com/questions/56650577/does-sat-have-any-advantages-over-st12,"performance-testing, abap, sap-basis",True
How can I use table names containing slashes in SQL performance trace transaction st05 (&quot;Explain SQL&quot;)?,1556291466,3,https://stackoverflow.com/questions/55870452/how-can-i-use-table-names-containing-slashes-in-sql-performance-trace-transactio,"performance, opensql, sap-basis",True
Are SAP Security Audit Logs (SAL) encrypted?,1552599321,1,https://stackoverflow.com/questions/55172374/are-sap-security-audit-logs-sal-encrypted,"security, logging, audit, sap-basis",True
Hide logo in Adobe Form dynamically?,1552545442,1,https://stackoverflow.com/questions/55156347/hide-logo-in-adobe-form-dynamically,"adobe, sap-basis, livecycle-designer, adobe-form",False
Copy code and data types of namespace /FOO/ to second SAP system,1552398081,2,https://stackoverflow.com/questions/55122908/copy-code-and-data-types-of-namespace-foo-to-second-sap-system,"abap, sap-basis",True
Sybase database migration from old San storage to new San storage,1552371218,0,https://stackoverflow.com/questions/55115182/sybase-database-migration-from-old-san-storage-to-new-san-storage,"database-migration, sybase, database-administration, sap-basis",False
Activating dictionary objects during import of new software is blocked in SAP ABAP,1551075147,2,https://stackoverflow.com/questions/54860419/activating-dictionary-objects-during-import-of-new-software-is-blocked-in-sap-ab,"abap, sap-basis",True
"What is the difference between SAP HANA, S/4HANA and HANA Cloud Platform?",1550728342,-1,https://stackoverflow.com/questions/54800126/what-is-the-difference-between-sap-hana-s-4hana-and-hana-cloud-platform,"hana, sap-cloud-platform, sap-basis, s4hana",True
"SE16n table edit works in DEV, but not in QA system",1548688981,2,https://stackoverflow.com/questions/54405100/se16n-table-edit-works-in-dev-but-not-in-qa-system,"abap, sap-basis",True
How to embed a CSV file in XML output,1547632520,3,https://stackoverflow.com/questions/54214435/how-to-embed-a-csv-file-in-xml-output,"xml, csv, xslt, sap-basis",True
Working with SAP login structure in Angular,1547172453,4,https://stackoverflow.com/questions/54139455/working-with-sap-login-structure-in-angular,"angular, authentication, sap-basis",True
SUM authentication issue with saphostctrl – Authentication Required,1541579294,0,https://stackoverflow.com/questions/53185764/sum-authentication-issue-with-saphostctrl-authentication-required,"sap-erp, sap-basis",False
ABAP HTTP Destination =&gt; check whether SSL is enabled,1537175656,2,https://stackoverflow.com/questions/52364353/abap-http-destination-check-whether-ssl-is-enabled,"ssl, https, abap, sap-basis",True
SNC name of ABAP System,1536743033,0,https://stackoverflow.com/questions/52291383/snc-name-of-abap-system,"security, abap, sap-basis",True
Passing selected row contents to a custom button in maintenance generator,1535966897,0,https://stackoverflow.com/questions/52146866/passing-selected-row-contents-to-a-custom-button-in-maintenance-generator,"abap, sap-basis",False
How to track down the reason of temporary OpenSQL query slowdown?,1535719555,0,https://stackoverflow.com/questions/52115778/how-to-track-down-the-reason-of-temporary-opensql-query-slowdown,"sql, performance, abap, opensql, sap-basis",False
Hide footer in Adobe Form based on line items field,1535042929,1,https://stackoverflow.com/questions/51990698/hide-footer-in-adobe-form-based-on-line-items-field,"adobe, livecycle-designer, sap-basis, adobe-form",True
Compress lines in transport request,1533563759,0,https://stackoverflow.com/questions/51709340/compress-lines-in-transport-request,"abap, transport, sap-basis",False
Add table rows to a TR programmatically?,1533299335,3,https://stackoverflow.com/questions/51672657/add-table-rows-to-a-tr-programmatically,"abap, sap-basis",True
How to add a table data to transport request programmatically?,1533135034,1,https://stackoverflow.com/questions/51636359/how-to-add-a-table-data-to-transport-request-programmatically,"abap, netweaver, sap-basis",False
Timeout during allocate while making RFC call,1532677339,0,https://stackoverflow.com/questions/51553150/timeout-during-allocate-while-making-rfc-call,"saprfc, sap-basis, pyrfc",True
Error while installing sap netweaver_as_abap_750_sp02_ase_dev_edition. in linux mint 64 bit,1532535189,1,https://stackoverflow.com/questions/51523449/error-while-installing-sap-netweaver-as-abap-750-sp02-ase-dev-edition-in-linux,"linux, ide, abap, sap-basis",True
"Are SAP clients 000, 001, 066 present in all environments?",1531292422,0,https://stackoverflow.com/questions/51279124/are-sap-clients-000-001-066-present-in-all-environments,sap-basis,True
Re-upload enhanced SAPUI5 Code to ABAP repository,1530502926,0,https://stackoverflow.com/questions/51128876/re-upload-enhanced-sapui5-code-to-abap-repository,"odata, sapui5, sap-basis",False
SAP Fiori Group Name Change not reflecting in Fiori Launchpad in Qulaity System,1529316591,0,https://stackoverflow.com/questions/50907101/sap-fiori-group-name-change-not-reflecting-in-fiori-launchpad-in-qulaity-system,"sap-fiori, sap-basis",False
Profile parameter login/password_downwards_compatibility meaning?,1529071947,1,https://stackoverflow.com/questions/50877334/profile-parameter-login-password-downwards-compatibility-meaning,"security, passwords, sap-basis",True
Impersonalize SAP dialog user in SAP NCo application,1528205532,1,https://stackoverflow.com/questions/50701418/impersonalize-sap-dialog-user-in-sap-nco-application,"impersonation, saprfc, sap-basis, sap-dotnet-connector",True
how to execute an interface on SAP EM Data Browser,1528135683,1,https://stackoverflow.com/questions/50686408/how-to-execute-an-interface-on-sap-em-data-browser,"sap-erp, sap-basis",False
Create HEX attachment for Quality Notification,1527761234,0,https://stackoverflow.com/questions/50621755/create-hex-attachment-for-quality-notification,"hex, attachment, abap, sap-basis",True
Find SAP modifications of function groups includes,1527516626,1,https://stackoverflow.com/questions/50568275/find-sap-modifications-of-function-groups-includes,"abap, sap-basis",True
How to replace a message for a locked user in SAP Logon?,1525791021,1,https://stackoverflow.com/questions/50236485/how-to-replace-a-message-for-a-locked-user-in-sap-logon,"abap, sap-basis",True
SAP GUI VBScript to cut &amp; paste in chunks with data alteration,1525702011,0,https://stackoverflow.com/questions/50216236/sap-gui-vbscript-to-cut-paste-in-chunks-with-data-alteration,"vbscript, sap-gui, sap-basis",False
SAP: Discover available web services through a web service call?,1525434399,0,https://stackoverflow.com/questions/50174183/sap-discover-available-web-services-through-a-web-service-call,"c#, web-services, soap, sap-basis, netweaver",False
What ABAP object has been changed today?,1524661171,4,https://stackoverflow.com/questions/50023046/what-abap-object-has-been-changed-today,"abap, sap-basis",True
How to use Encryption in SAP,1524487258,0,https://stackoverflow.com/questions/49981557/how-to-use-encryption-in-sap,"encryption, aes, abap, sap-basis",True
SAP Webservice Call - 413 Request Entity too Large,1524242363,0,https://stackoverflow.com/questions/49946188/sap-webservice-call-413-request-entity-too-large,"abap, sap-basis",False
How to reduce sequential requests in SAPUI5?,1523623878,3,https://stackoverflow.com/questions/49817459/how-to-reduce-sequential-requests-in-sapui5,"sapui5, sap-fiori, sap-basis, ui5-tooling",True
SAP SSL handshake failed,1522764380,1,https://stackoverflow.com/questions/49632169/sap-ssl-handshake-failed,"sap-erp, saprfc, sap-basis, netweaver",True
How do I find the result of a previous background run of DB05?,1520510106,0,https://stackoverflow.com/questions/49172485/how-do-i-find-the-result-of-a-previous-background-run-of-db05,sap-basis,True
Angular 2 support for SAP backend,1518000776,0,https://stackoverflow.com/questions/48661986/angular-2-support-for-sap-backend,".net, angular, sap-basis",False
How to reset locked user in SAP ITS server?,1517502080,0,https://stackoverflow.com/questions/48567312/how-to-reset-locked-user-in-sap-its-server,"locking, sap-basis",True
SAP Logon Error - Detail NiRClientHandle: route expected,1517341094,2,https://stackoverflow.com/questions/48529268/sap-logon-error-detail-nirclienthandle-route-expected,"ubuntu, sap-gui, sap-basis",True
TCode per department and user,1516612405,1,https://stackoverflow.com/questions/48378047/tcode-per-department-and-user,"abap, sap-basis",True
Display 500+ character field from SAP transparent table,1513187340,3,https://stackoverflow.com/questions/47799321/display-500-character-field-from-sap-transparent-table,"abap, sap-basis, sap-data-dictionary",True
Object is still in inactive version,1513017834,4,https://stackoverflow.com/questions/47759345/object-is-still-in-inactive-version,"abap, alv, sap-basis",True
Find out the transport request of an application,1512977800,0,https://stackoverflow.com/questions/47748280/find-out-the-transport-request-of-an-application,"report, abap, alv, sap-basis",True
When I start My SAP MMC EC6 server one service is not getting to wait mode,1512830959,0,https://stackoverflow.com/questions/47729776/when-i-start-my-sap-mmc-ec6-server-one-service-is-not-getting-to-wait-mode,"abap, sap-basis",True
Report with tcodes utilization on per user &amp; per date basis,1511517452,3,https://stackoverflow.com/questions/47470679/report-with-tcodes-utilization-on-per-user-per-date-basis,"abap, sap-basis",True
SAP Passport public CA certificate,1511399940,2,https://stackoverflow.com/questions/47446207/sap-passport-public-ca-certificate,"certificate, sap-basis",True
Evaluating a program performance,1509724406,-1,https://stackoverflow.com/questions/47099753/evaluating-a-program-performance,"performance, abap, sap-basis",True
Access json Data from SAP ODATA via JavaScript/ VueJS,1509639356,0,https://stackoverflow.com/questions/47079952/access-json-data-from-sap-odata-via-javascript-vuejs,"javascript, database, vue.js, sap-basis",False
Connect SQL Server to SAP Backend (also a SQL Server),1508956983,2,https://stackoverflow.com/questions/46939882/connect-sql-server-to-sap-backend-also-a-sql-server,"sql-server-2012, sap-basis",True
Possible SOAP version mismatch while consuming SAP web-service,1508820654,4,https://stackoverflow.com/questions/46902442/possible-soap-version-mismatch-while-consuming-sap-web-service,"c#, web-services, soap, saprfc, sap-basis",True
SSO re-authentication is blocked with CORS error,1508509872,3,https://stackoverflow.com/questions/46851385/sso-re-authentication-is-blocked-with-cors-error,"javascript, cors, sapui5, saml-2.0, sap-basis",False
SAP ABAP LDAP Active directory photos,1506409024,2,https://stackoverflow.com/questions/46419682/sap-abap-ldap-active-directory-photos,"active-directory, ldap, abap, sap-basis",True
Webservice created in SAP - Could not establish connection to network in C#,1505367837,0,https://stackoverflow.com/questions/46211396/webservice-created-in-sap-could-not-establish-connection-to-network-in-c,"c#, web-services, soap, visual-studio-2008, sap-basis",True
A safe way to avoid ABAP program running in productive ERP system,1503318905,2,https://stackoverflow.com/questions/45797292/a-safe-way-to-avoid-abap-program-running-in-productive-erp-system,"abap, sap-erp, sap-basis",True
How to find the Customizing Path via IMG-Activity,1501598519,6,https://stackoverflow.com/questions/45440913/how-to-find-the-customizing-path-via-img-activity,"abap, sap-basis",True
Update itab from another itab?,1501465384,1,https://stackoverflow.com/questions/45406421/update-itab-from-another-itab,"abap, sap-basis, internal-tables",True
How to add field via Enhancement in SM20 (SAPMSM20),1500450765,1,https://stackoverflow.com/questions/45184231/how-to-add-field-via-enhancement-in-sm20-sapmsm20,"abap, alv, sap-basis",True
SAP User Locking/UnLocking Solution,1500440412,0,https://stackoverflow.com/questions/45181335/sap-user-locking-unlocking-solution,"abap, bapi, sap-basis",False
Saving SQL Queries in SAP,1500008121,2,https://stackoverflow.com/questions/45094897/saving-sql-queries-in-sap,"sql, abap, sap-basis",True
Mass User Locking/Unlocking,1499831601,-1,https://stackoverflow.com/questions/45048117/mass-user-locking-unlocking,sap-basis,True
can&#39;t start SAP application server,1499327108,-1,https://stackoverflow.com/questions/44942733/cant-start-sap-application-server,sap-basis,True
"@Object already exported, no package change is possible&quot; while mass package assignment",1497451366,3,https://stackoverflow.com/questions/44547955/object-already-exported-no-package-change-is-possible-while-mass-package-assi,"abap, release-management, sap-basis",True
How to extract dynamic table key from CDPOS table field TABKEY into structure?,1497246129,2,https://stackoverflow.com/questions/44492109/how-to-extract-dynamic-table-key-from-cdpos-table-field-tabkey-into-structure,"abap, sap-basis",True
How to put the values of a column of an internal table into a variant?,1496329588,1,https://stackoverflow.com/questions/44311172/how-to-put-the-values-of-a-column-of-an-internal-table-into-a-variant,"abap, sap-basis",True
Advice for handling permissions in SAP,1493921686,0,https://stackoverflow.com/questions/43790059/advice-for-handling-permissions-in-sap,"abap, sap-basis",False
SAP Business Connector Version 4.8,1493027905,-1,https://stackoverflow.com/questions/43585072/sap-business-connector-version-4-8,"coldfusion, saprfc, sap-basis, idoc",True
Trigger PHP after data is entered in a SAP system,1491986141,0,https://stackoverflow.com/questions/43364387/trigger-php-after-data-is-entered-in-a-sap-system,"php, mysql, transactions, sap-basis",True
Calling gpg from SAP via external command SM69 - skipped: No public key,1491322304,0,https://stackoverflow.com/questions/43212468/calling-gpg-from-sap-via-external-command-sm69-skipped-no-public-key,"gnupg, pgp, sap-basis",False
Prevent SAP from creating spool request when executing in background,1491257469,0,https://stackoverflow.com/questions/43195173/prevent-sap-from-creating-spool-request-when-executing-in-background,"jobs, spool, sap-basis",True
SAP Web Service throwing &quot;Error during access to the ref node&quot;,1490624177,1,https://stackoverflow.com/questions/43048878/sap-web-service-throwing-error-during-access-to-the-ref-node,"web-services, abap, sap-basis",True
"BAPI_SYSTEM_MT_GETALERTDATA, call using Java is returning only 10 recent alerts",1490610917,0,https://stackoverflow.com/questions/43044069/bapi-system-mt-getalertdata-call-using-java-is-returning-only-10-recent-alerts,"java, sap-basis, bapi",True
