title,creation_date,score,link,tags,is_answered
How to prompt query selection criteria with just Year,1722251085,1,https://stackoverflow.com/questions/78806715/how-to-prompt-query-selection-criteria-with-just-year,"hana, sapb1",True
Where is the SAP UI API Samples Code Located,1721174338,0,https://stackoverflow.com/questions/78757142/where-is-the-sap-ui-api-samples-code-located,sapb1,False
UDO form can still be edited after Close,1720603113,1,https://stackoverflow.com/questions/78729657/udo-form-can-still-be-edited-after-close,sapb1,True
"SAPB1if (SAP Business One Integration Framework) B1Object atom is not updating anything on SAPB1, what am I missing?",1715614149,1,https://stackoverflow.com/questions/78473314/sapb1if-sap-business-one-integration-framework-b1object-atom-is-not-updating-a,sapb1,False
Why in SAP B1 when I cancel a Purchase Order the Purchase Request is cancelled?,1714140876,0,https://stackoverflow.com/questions/78391076/why-in-sap-b1-when-i-cancel-a-purchase-order-the-purchase-request-is-cancelled,sapb1,True
SAP B1 DiAPI does not load,1712233381,0,https://stackoverflow.com/questions/78273823/sap-b1-diapi-does-not-load,"sapb1, sap-business-one-di-api",False
How to remove duplicates in one column,1709616328,0,https://stackoverflow.com/questions/78105481/how-to-remove-duplicates-in-one-column,"sql, sapb1",False
How to exclude cancelled good receipt P.O,1707806474,0,https://stackoverflow.com/questions/77985947/how-to-exclude-cancelled-good-receipt-p-o,sapb1,False
Golden Arrow Drill Down for A/R Invoice SAP B1,1707372145,0,https://stackoverflow.com/questions/77959548/golden-arrow-drill-down-for-a-r-invoice-sap-b1,"crystal-reports, sapb1",True
Item is duplicating because of a text line in crystal reports,1705798082,0,https://stackoverflow.com/questions/77853269/item-is-duplicating-because-of-a-text-line-in-crystal-reports,"crystal-reports, sapb1",True
How to code the functionalities similar to SAP B1 SDK using SAP Business One Webclient API?,1705387002,2,https://stackoverflow.com/questions/77823829/how-to-code-the-functionalities-similar-to-sap-b1-sdk-using-sap-business-one-web,"client, sapb1",True
How to correctly use LEFT LATERAL JOIN in HANA?,1705378903,0,https://stackoverflow.com/questions/77823460/how-to-correctly-use-left-lateral-join-in-hana,"sql, hana, sapb1",True
Need an SQL query with YEAR and MONTH functions in SAP B1 using Service Layer,1703701387,0,https://stackoverflow.com/questions/77723449/need-an-sql-query-with-year-and-month-functions-in-sap-b1-using-service-layer,"sql, hana, sapb1, service-layer, sql-date-functions",False
Group total rows into a single row in dynamic pivot query,1701841110,0,https://stackoverflow.com/questions/77610776/group-total-rows-into-a-single-row-in-dynamic-pivot-query,"sql, pivot, dynamic-sql, sapb1",False
How to Fix this error:-4014 Cannot add row without complete selection of batch/serial numbers,1699002179,0,https://stackoverflow.com/questions/77415367/how-to-fix-this-error-4014-cannot-add-row-without-complete-selection-of-batch-s,"reactjs, node.js, next.js, sapb1, sap-business-one-di-api",False
What does this SAP B1 select means?,1698928388,0,https://stackoverflow.com/questions/77409593/what-does-this-sap-b1-select-means,sapb1,False
Internal error (-5002) occurred [الرسالة 131-183] sap b1 while adding Inventory transfer through DIAPI sap b1,1698817677,0,https://stackoverflow.com/questions/77400591/internal-error-5002-occurred-%d8%a7%d9%84%d8%b1%d8%b3%d8%a7%d9%84%d8%a9-131-183-sap-b1-while-adding-inventory,"vb.net, sapb1",False
Error in SAP B1 .b1f forms: &quot;Failed to create form. Please check the form attributes.&quot;,1698745947,0,https://stackoverflow.com/questions/77394864/error-in-sap-b1-b1f-forms-failed-to-create-form-please-check-the-form-attrib,"sapb1, sap-business-one-di-api",True
SubTable SAP Service Layer,1698089720,0,https://stackoverflow.com/questions/77347895/subtable-sap-service-layer,sapb1,False
SAP Business One B1 - Invalid Item [66000-3] Error,1697631718,0,https://stackoverflow.com/questions/77316259/sap-business-one-b1-invalid-item-66000-3-error,"c#, sapb1",True
SAP B1 Error - Form - Not found [66000-9],1697556778,-1,https://stackoverflow.com/questions/77310356/sap-b1-error-form-not-found-66000-9,"c#, sapb1, sap-business-one-di-api",True
Getting CompanyID in Sap B1 web client extension that is not a URL mashup,1693559974,0,https://stackoverflow.com/questions/77021921/getting-companyid-in-sap-b1-web-client-extension-that-is-not-a-url-mashup,sapb1,False
Business One: cannot seem to display the totals in a matrix,1693498038,1,https://stackoverflow.com/questions/77017583/business-one-cannot-seem-to-display-the-totals-in-a-matrix,sapb1,True
Extending an Excel VBA Macro code to display all the required information from data sheet,1693474365,0,https://stackoverflow.com/questions/77014578/extending-an-excel-vba-macro-code-to-display-all-the-required-information-from-d,"excel, vba, search, sapb1",False
401 Not Authorized in SAP Business One Service Layer using UI-API Single Sign-On,1693112066,0,https://stackoverflow.com/questions/76985764/401-not-authorized-in-sap-business-one-service-layer-using-ui-api-single-sign-on,sapb1,False
po line items to grpo,1692949569,0,https://stackoverflow.com/questions/76975254/po-line-items-to-grpo,"sql, sql-server, crystal-reports-2010, sapb1",False
link between purchase order and AP reserve invoice,1692282136,1,https://stackoverflow.com/questions/76922426/link-between-purchase-order-and-ap-reserve-invoice,"crystal-reports, sapb1",True
Automated way to create new company in OnPrem SAP B1,1692119517,0,https://stackoverflow.com/questions/76907888/automated-way-to-create-new-company-in-onprem-sap-b1,"ui-automation, build-automation, sapb1",False
How to get quantity for each batch of the customer?,1689845289,0,https://stackoverflow.com/questions/76728476/how-to-get-quantity-for-each-batch-of-the-customer,"sql, sapb1",False
Search for a specific number and stop the search once the number is found,1689760543,0,https://stackoverflow.com/questions/76720054/search-for-a-specific-number-and-stop-the-search-once-the-number-is-found,"sql, search, limit, sapb1",False
SAP B1 Query for total AR Invoice per Warehouse Code,1689754893,0,https://stackoverflow.com/questions/76719281/sap-b1-query-for-total-ar-invoice-per-warehouse-code,sapb1,False
SAP B1 How to create approved document from approved draft via SDK,1688728983,2,https://stackoverflow.com/questions/76636525/sap-b1-how-to-create-approved-document-from-approved-draft-via-sdk,"sapb1, sap-business-one-di-api",True
B1ServiceLayer - get user behind SSO login,1688724740,1,https://stackoverflow.com/questions/76636014/b1servicelayer-get-user-behind-sso-login,"sapb1, service-layer",False
Connect to HANA database from docker container,1688717550,0,https://stackoverflow.com/questions/76635088/connect-to-hana-database-from-docker-container,"docker, dockerfile, hana, sapb1, sap-business-one-di-api",True
SAP B1 Service Layer G/L account is not valid,1688494792,0,https://stackoverflow.com/questions/76615056/sap-b1-service-layer-g-l-account-is-not-valid,"javascript, c#, sapui5, sapb1",True
Deleting Item Group SAP B1,1688457677,0,https://stackoverflow.com/questions/76610503/deleting-item-group-sap-b1,"hana, sapb1",True
Get item stocks from SAP service layer,1687840544,0,https://stackoverflow.com/questions/76561659/get-item-stocks-from-sap-service-layer,sapb1,False
connection - could not find sbo that match the connection string,1687063957,0,https://stackoverflow.com/questions/76499076/connection-could-not-find-sbo-that-match-the-connection-string,sapb1,False
How to read multiple results from stored procedure using c# in SAP B1,1684477117,0,https://stackoverflow.com/questions/76286469/how-to-read-multiple-results-from-stored-procedure-using-c-in-sap-b1,"c#, stored-procedures, resultset, hana, sapb1",False
Setting value to field on 2nd form from 1st form linked button press in SAP B1,1684394946,0,https://stackoverflow.com/questions/76278641/setting-value-to-field-on-2nd-form-from-1st-form-linked-button-press-in-sap-b1,"c#, sapb1",True
Error converting data type varchar to numeric for SAPbobsCOM.Recordset insert statement,1683878585,0,https://stackoverflow.com/questions/76234303/error-converting-data-type-varchar-to-numeric-for-sapbobscom-recordset-insert-st,"c#, sql-server-2016, sapb1",True
Create blue event button on right corner in SAP B1 matrix,1681297365,0,https://stackoverflow.com/questions/75994700/create-blue-event-button-on-right-corner-in-sap-b1-matrix,"c#, sapb1",False
Multi-level expand in SAP rest API Service Layer,1681219772,1,https://stackoverflow.com/questions/75986484/multi-level-expand-in-sap-rest-api-service-layer,sapb1,False
How could I view SAP B1 9.3 tables and views relationship diagram?,1679974928,0,https://stackoverflow.com/questions/75862159/how-could-i-view-sap-b1-9-3-tables-and-views-relationship-diagram,"sql-server, sapb1",True
SQL Query to include values from the next line based on a condition?,1679494462,0,https://stackoverflow.com/questions/75813387/sql-query-to-include-values-from-the-next-line-based-on-a-condition,"sql, sql-server, sapb1",True
How to populate several item UDF fields into one header UDF field?,1679144906,-2,https://stackoverflow.com/questions/75776100/how-to-populate-several-item-udf-fields-into-one-header-udf-field,"user-defined-functions, sapb1",True
Compare field values from different users,1676005651,0,https://stackoverflow.com/questions/75407174/compare-field-values-from-different-users,"sql, sapb1",False
How to extend an user definded table in SAP B1 10.0?,1675941820,1,https://stackoverflow.com/questions/75397897/how-to-extend-an-user-definded-table-in-sap-b1-10-0,"user-interface, menu, buttonclick, sapb1, packing",True
Installing SAP Business One server components in Linux GUI terminal error,1675772101,0,https://stackoverflow.com/questions/75373213/installing-sap-business-one-server-components-in-linux-gui-terminal-error,"suse, sapb1",True
Does the SAP B1 Service Layer require HANA backend?,1675172199,1,https://stackoverflow.com/questions/75297992/does-the-sap-b1-service-layer-require-hana-backend,"sapb1, service-layer",True
Getting Error code -1120 while creating table in the SAP B1,1674544867,0,https://stackoverflow.com/questions/75218475/getting-error-code-1120-while-creating-table-in-the-sap-b1,"c#, json, exception, sapb1, sap-business-one-di-api",False
SAP B1 special character (hypen) different from SQL Server during query result,1673745419,0,https://stackoverflow.com/questions/75122376/sap-b1-special-character-hypen-different-from-sql-server-during-query-result,"sql-server, sapb1",True
SAP B1 HANA systemctl Exec format error when trying to run service,1672805409,0,https://stackoverflow.com/questions/75000878/sap-b1-hana-systemctl-exec-format-error-when-trying-to-run-service,"linux, sapb1",False
SAP B1 Inventory Counting : Getting error as Internal error (-5002) Occurred,1672634340,1,https://stackoverflow.com/questions/74979025/sap-b1-inventory-counting-getting-error-as-internal-error-5002-occurred,"sapb1, sap-business-one-di-api",False
Inconsistent Results from Cross-Server Query,1670879186,0,https://stackoverflow.com/questions/74777316/inconsistent-results-from-cross-server-query,"sql-server, sapb1, collate, dynamics-sl",False
SAP B1 Choose from list employee but show name instead of code,1669239595,0,https://stackoverflow.com/questions/74553268/sap-b1-choose-from-list-employee-but-show-name-instead-of-code,sapb1,False
Illegal sap.ui.model.odata.type.DateTimeOffset,1668508592,0,https://stackoverflow.com/questions/74444179/illegal-sap-ui-model-odata-type-datetimeoffset,"odata, sapui5, sap-fiori, datetimeoffset, sapb1",False
SAP B1 SQL query for Bin locations,1668162375,0,https://stackoverflow.com/questions/74401122/sap-b1-sql-query-for-bin-locations,"sql, bin, sapb1",False
Query calculate Balance in SAP B1 hana database,1666750405,0,https://stackoverflow.com/questions/74201985/query-calculate-balance-in-sap-b1-hana-database,"hana, sapb1",False
SAP B1 - Get Purchase Orders and Sales Orders containing item,1666091911,0,https://stackoverflow.com/questions/74110083/sap-b1-get-purchase-orders-and-sales-orders-containing-item,"sapb1, service-layer",False
Error when I try to connect DI-API oCompany object to my database in SAP B1,1665475489,0,https://stackoverflow.com/questions/74024860/error-when-i-try-to-connect-di-api-ocompany-object-to-my-database-in-sap-b1,"sapb1, sap-business-one-di-api",False
Query String auto Uppercase in recordset DoQuery C# SAP,1665389066,0,https://stackoverflow.com/questions/74011815/query-string-auto-uppercase-in-recordset-doquery-c-sap,"c#, sapb1",True
How to make subsequent request to SAP Business One Service Layer from Django,1663609539,0,https://stackoverflow.com/questions/73777371/how-to-make-subsequent-request-to-sap-business-one-service-layer-from-django,"django, sapb1",True
Query for LAST WEEK starting from monday,1663288785,0,https://stackoverflow.com/questions/73738696/query-for-last-week-starting-from-monday,"sql, date, hana, weekday, sapb1",True
Internal Server error 500 in Tomcat log - Problem with x-forwarded-for header,1663241010,1,https://stackoverflow.com/questions/73730252/internal-server-error-500-in-tomcat-log-problem-with-x-forwarded-for-header,"tomcat, http-headers, reverse-proxy, nat, sapb1",False
Add-On Registration (ARD +Zip) files in SAP B1 through automation (DevOps),1662810094,2,https://stackoverflow.com/questions/73671515/add-on-registration-ard-zip-files-in-sap-b1-through-automation-devops,sapb1,True
How do I catch the item event in SAP B1 after all elements on a form have loaded?,1662792086,0,https://stackoverflow.com/questions/73669804/how-do-i-catch-the-item-event-in-sap-b1-after-all-elements-on-a-form-have-loaded,"c#, sapb1, sap-business-one-di-api",True
Compare results of two SQL queries?,1661297481,0,https://stackoverflow.com/questions/73465942/compare-results-of-two-sql-queries,"mysql, sql, sapb1",False
An unhandled exception of type &#39;System.InvalidOperationException&#39; occurred in System.Data.dll (SqlTransaction),1661254677,0,https://stackoverflow.com/questions/73458024/an-unhandled-exception-of-type-system-invalidoperationexception-occurred-in-sy,"c#, transactions, sapb1",False
Is it possible to write an SQL Condition where it compares the bp master address to the sales order address to give an error?,1660933630,0,https://stackoverflow.com/questions/73420899/is-it-possible-to-write-an-sql-condition-where-it-compares-the-bp-master-address,"c#, sql, sapb1",False
How to update addresses in SAP business one for sales order?,1660682600,0,https://stackoverflow.com/questions/73380097/how-to-update-addresses-in-sap-business-one-for-sales-order,"c#, sql, sapb1",False
An unhandled exception of type &#39;System.InvalidCastException&#39; occurred in UretimPlan.exe,1660228501,0,https://stackoverflow.com/questions/73322492/an-unhandled-exception-of-type-system-invalidcastexception-occurred-in-uretimp,"c#, exception, sapb1",False
How to properly inactivate a Business Partner via DI API?,1659962128,1,https://stackoverflow.com/questions/73277984/how-to-properly-inactivate-a-business-partner-via-di-api,"sapb1, sap-business-one-di-api",True
SAP B1 GetDate function not showing time,1659921009,0,https://stackoverflow.com/questions/73272065/sap-b1-getdate-function-not-showing-time,"sql, sapb1",False
How to find 10 items that sold the most in the last year?,1659885244,0,https://stackoverflow.com/questions/73268629/how-to-find-10-items-that-sold-the-most-in-the-last-year,"sql, sapb1",False
Find the 10 customers who bought the most in the last year?,1659866293,0,https://stackoverflow.com/questions/73266517/find-the-10-customers-who-bought-the-most-in-the-last-year,"sql, sapb1",False
Is it possible to transfer data from grid to grid in an addon?,1659682089,0,https://stackoverflow.com/questions/73245722/is-it-possible-to-transfer-data-from-grid-to-grid-in-an-addon,"visual-studio-2015, sapb1",False
Show zeroes if right two digits are zero,1659066583,0,https://stackoverflow.com/questions/73161441/show-zeroes-if-right-two-digits-are-zero,"sql, sapb1",False
How to discover Sap B1 service layer address and port,1656527239,0,https://stackoverflow.com/questions/72806214/how-to-discover-sap-b1-service-layer-address-and-port,"sapb1, sap-business-one-di-api",True
Return a value for no records with case statement SQL,1655789056,0,https://stackoverflow.com/questions/72695714/return-a-value-for-no-records-with-case-statement-sql,"sql, sapb1",True
ItemEvent in SAP B1 SDK with a SAP form created in Visual Studio 2015,1655668434,1,https://stackoverflow.com/questions/72679917/itemevent-in-sap-b1-sdk-with-a-sap-form-created-in-visual-studio-2015,"visual-studio, sdk, event-handling, sapb1, sap-business-one-di-api",True
Syntax error in SAP Hana when changing to a variable input [%0] SAP B1 v9.3 using Query Manager,1653670635,0,https://stackoverflow.com/questions/72408762/syntax-error-in-sap-hana-when-changing-to-a-variable-input-0-sap-b1-v9-3-usin,"hana, sapb1",False
Only include emails once in SQL query,1653528114,0,https://stackoverflow.com/questions/72385673/only-include-emails-once-in-sql-query,"sql, sapb1",False
SAP Business One Service Layer - Upload Attachment - Internal Error (-43),1652829180,0,https://stackoverflow.com/questions/72281634/sap-business-one-service-layer-upload-attachment-internal-error-43,sapb1,False
Sap Business One sql query for &quot;Open transaction stock report&quot;,1651223458,0,https://stackoverflow.com/questions/72055525/sap-business-one-sql-query-for-open-transaction-stock-report,"sql, stock, sapb1",False
SAP B1 Studio for Visual Studio 2022,1650385665,0,https://stackoverflow.com/questions/71928271/sap-b1-studio-for-visual-studio-2022,"visual-studio-2022, sapb1",True
Multiple instances of forms has data writing to first opened form,1646760734,1,https://stackoverflow.com/questions/71399209/multiple-instances-of-forms-has-data-writing-to-first-opened-form,"sapb1, sap-business-one-di-api",False
How to open PrintDialog stathread multiple times,1646232432,0,https://stackoverflow.com/questions/71324637/how-to-open-printdialog-stathread-multiple-times,"c#, add-on, sapb1",False
SAP B1: How to set LinkedObjectType for existent column in a Matrix?,1645724153,0,https://stackoverflow.com/questions/71256025/sap-b1-how-to-set-linkedobjecttype-for-existent-column-in-a-matrix,"c#, sapb1",False
Unable to set date values in SAP B1 matrix combobox,1645689385,0,https://stackoverflow.com/questions/71248751/unable-to-set-date-values-in-sap-b1-matrix-combobox,"sapb1, sap-business-one-di-api",True
To print a document in SAP Business One,1645205144,0,https://stackoverflow.com/questions/71177545/to-print-a-document-in-sap-business-one,"c#, sdk, sapb1",False
Once I make an add-on for SAP business one how do I make an install file for it,1645123697,0,https://stackoverflow.com/questions/71163795/once-i-make-an-add-on-for-sap-business-one-how-do-i-make-an-install-file-for-it,"sdk, sapb1",False
Would like to learn SAP Business One development and to use the SDK,1644950545,0,https://stackoverflow.com/questions/71131756/would-like-to-learn-sap-business-one-development-and-to-use-the-sdk,"sdk, sapb1",True
SAP B1: Getting an error when trying to create an AP Credit Memo - 540020003 - Missing document type,1644920154,0,https://stackoverflow.com/questions/71124669/sap-b1-getting-an-error-when-trying-to-create-an-ap-credit-memo-540020003-m,"sapb1, sap-business-one-di-api",True
SAP B1 Error: &#39;Item - Can&#39;t set value on item because the item can&#39;t get focus. [66000-153]&#39;,1644911958,1,https://stackoverflow.com/questions/71122871/sap-b1-error-item-cant-set-value-on-item-because-the-item-cant-get-focus,sapb1,True
Sending Attachment to SAP B1 remote Service Layer,1644527107,1,https://stackoverflow.com/questions/71072258/sending-attachment-to-sap-b1-remote-service-layer,"c#, asp.net, erp, sapb1",False
GetByKey() not working in some users in SAP B1,1644371178,1,https://stackoverflow.com/questions/71043051/getbykey-not-working-in-some-users-in-sap-b1,sapb1,False
Handle concurrency in SQL Server stored procedure with timestamp,1642967438,0,https://stackoverflow.com/questions/70825980/handle-concurrency-in-sql-server-stored-procedure-with-timestamp,"c#, sql-server, stored-procedures, concurrency, sapb1",True
SAP B1 System Form newly added components on UI not showing when debugging,1642835456,0,https://stackoverflow.com/questions/70810745/sap-b1-system-form-newly-added-components-on-ui-not-showing-when-debugging,"c#, sapb1",False
How to send data in one message to a telegram bot?,1640003379,1,https://stackoverflow.com/questions/70421820/how-to-send-data-in-one-message-to-a-telegram-bot,"c#, telegram-bot, sapb1",True
SAP B1 with C#: how to apply an input mask to an edit text,1639416251,1,https://stackoverflow.com/questions/70338579/sap-b1-with-c-how-to-apply-an-input-mask-to-an-edit-text,"c#, sapb1",True
Why is my SAP B1 stored procedure not working for UDF,1638862918,0,https://stackoverflow.com/questions/70256478/why-is-my-sap-b1-stored-procedure-not-working-for-udf,sapb1,False
Can&#39;t access column in different tab of same form,1638263781,0,https://stackoverflow.com/questions/70166867/cant-access-column-in-different-tab-of-same-form,sapb1,False
Crystal Report dynamic parameter values do not show up in prompt when report is opened within SAP B1,1637949395,0,https://stackoverflow.com/questions/70128394/crystal-report-dynamic-parameter-values-do-not-show-up-in-prompt-when-report-is,"crystal-reports, sapb1",False
"In SAP B1 Hana Transactions Notifications, is it possible to exclude the Service Layer from its action?",1637091690,0,https://stackoverflow.com/questions/69995150/in-sap-b1-hana-transactions-notifications-is-it-possible-to-exclude-the-service,"hana, service-layer, sapb1",False
How do I auto compute Header and Row UDF values in SAP B1,1636167558,0,https://stackoverflow.com/questions/69861131/how-do-i-auto-compute-header-and-row-udf-values-in-sap-b1,"sql-server, sapb1",True
I need to connect my Django live app database to a live sap b1 database server,1634967878,0,https://stackoverflow.com/questions/69685470/i-need-to-connect-my-django-live-app-database-to-a-live-sap-b1-database-server,"mysql, django, heroku, sapb1",False
SAP Business One linking delivery tables to OBTN table,1634728219,0,https://stackoverflow.com/questions/69644926/sap-business-one-linking-delivery-tables-to-obtn-table,"sql, sapb1",False
How to connect SAP Business One Service Layer using .NET Framework,1633534053,2,https://stackoverflow.com/questions/69468528/how-to-connect-sap-business-one-service-layer-using-net-framework,"c#, .net, sapb1",True
SAP b1 Service Layer - New Contact person for a Business Partner (REST API),1630424384,0,https://stackoverflow.com/questions/69001632/sap-b1-service-layer-new-contact-person-for-a-business-partner-rest-api,"service-layer, sapb1",False
"Undo the total amount round / A/R invoice - document total, field cannot be updated (odbc -1029) SAP B1",1629871276,1,https://stackoverflow.com/questions/68917581/undo-the-total-amount-round-a-r-invoice-document-total-field-cannot-be-upda,"sapb1, sap-business-one-di-api, sap-business-bydesign",False
CSV file from the SQL Server is out of format,1629746952,0,https://stackoverflow.com/questions/68898077/csv-file-from-the-sql-server-is-out-of-format,"sql, sql-server, email-attachments, sapb1",False
Put two queries into one query - Query - SQL - SAP B1,1628948664,1,https://stackoverflow.com/questions/68783841/put-two-queries-into-one-query-query-sql-sap-b1,"sql, sapb1",False
How can I display the default dashboard of SAP B1 9.2 PL10?,1628774653,0,https://stackoverflow.com/questions/68758351/how-can-i-display-the-default-dashboard-of-sap-b1-9-2-pl10,sapb1,False
Save oCompany in a cookie or session,1627579736,0,https://stackoverflow.com/questions/68580450/save-ocompany-in-a-cookie-or-session,"php, sapb1, sap-business-one-di-api",False
"CCC for SAP B1 : While synchronizing addon, Error : Parse ard file failed",1626877619,0,https://stackoverflow.com/questions/68471335/ccc-for-sap-b1-while-synchronizing-addon-error-parse-ard-file-failed,sapb1,False
SAP B1 - Service Layer on-premise availability,1626855057,1,https://stackoverflow.com/questions/68466085/sap-b1-service-layer-on-premise-availability,"odata, service-layer, sapb1, sap-business-one-di-api",False
Convert Substring to numeric to perform multiplication,1626749463,0,https://stackoverflow.com/questions/68449025/convert-substring-to-numeric-to-perform-multiplication,"sql, sapb1",True
SAP Business One - &gt; Rest API for embedded incident,1626699592,0,https://stackoverflow.com/questions/68440914/sap-business-one-rest-api-for-embedded-incident,"node.js, rest, sapb1",True
SAP B1 v10: DI-API - The type initializer threw an exception,1626198434,0,https://stackoverflow.com/questions/68367186/sap-b1-v10-di-api-the-type-initializer-threw-an-exception,"sapb1, sap-business-one-di-api",True
Why is my my UDO not responding in SAP B1,1625409219,0,https://stackoverflow.com/questions/68245762/why-is-my-my-udo-not-responding-in-sap-b1,sapb1,False
How to fill value to a UID directly in SAP B1 UI API?,1625234246,0,https://stackoverflow.com/questions/68226456/how-to-fill-value-to-a-uid-directly-in-sap-b1-ui-api,"c#, user-interface, sapb1",False
Selecting TOP @Number From &quot;Group&quot;,1624634121,0,https://stackoverflow.com/questions/68133319/selecting-top-number-from-group,"sql-server, sapb1",False
Azure Logic Apps - SAP Connector also for SAP B1,1624568989,0,https://stackoverflow.com/questions/68122768/azure-logic-apps-sap-connector-also-for-sap-b1,"azure-logic-apps, sapb1",False
Find differences between two strings in SQL,1623893353,1,https://stackoverflow.com/questions/68011775/find-differences-between-two-strings-in-sql,"sql, sapb1",True
SAP B1 DI-API replaces character on save,1623762695,1,https://stackoverflow.com/questions/67986931/sap-b1-di-api-replaces-character-on-save,"sapb1, sap-business-one-di-api",False
Crystal Report number of pages according to field value,1623663074,0,https://stackoverflow.com/questions/67967865/crystal-report-number-of-pages-according-to-field-value,"crystal-reports, sapb1",False
SAPUI5 with SAP Business One (SQL Server),1623344185,0,https://stackoverflow.com/questions/67925508/sapui5-with-sap-business-one-sql-server,"sapui5, sapb1",False
Count character groups in string with semi colons,1622681138,1,https://stackoverflow.com/questions/67814079/count-character-groups-in-string-with-semi-colons,"sql, string, sapb1",True
SAP B1 SDK - How can I execute a query and fill the result in a combo box,1621521747,-2,https://stackoverflow.com/questions/67622646/sap-b1-sdk-how-can-i-execute-a-query-and-fill-the-result-in-a-combo-box,"c#, winforms, sapb1",True
SAP B1 Service Layer JavaScript Extensibility SQLQueries,1621348529,0,https://stackoverflow.com/questions/67588437/sap-b1-service-layer-javascript-extensibility-sqlqueries,"javascript, sql, service-layer, sapb1",False
Filtering down SQL To one value?,1620735572,0,https://stackoverflow.com/questions/67486652/filtering-down-sql-to-one-value,"sql-server, sapb1",False
SQL Server : SUM DISTINCT GROUP BY,1620699545,0,https://stackoverflow.com/questions/67479727/sql-server-sum-distinct-group-by,"sql, sapb1",False
Creating repeated sequential number based on parameter?,1620648206,0,https://stackoverflow.com/questions/67470104/creating-repeated-sequential-number-based-on-parameter,"sql, sql-server, database, sapb1",True
How do I add a field in the SAP B1 Crystal Reports Field Explorer,1620457326,0,https://stackoverflow.com/questions/67444925/how-do-i-add-a-field-in-the-sap-b1-crystal-reports-field-explorer,"crystal-reports, sapb1",False
Count number of groups that match SQL condition,1620343276,0,https://stackoverflow.com/questions/67427127/count-number-of-groups-that-match-sql-condition,"sql, crystal-reports, sapb1",False
B1 query | Monthly sales consolidated for different time periods (i.e. 1 / 3 / 6 / 12 months),1617005779,1,https://stackoverflow.com/questions/66850789/b1-query-monthly-sales-consolidated-for-different-time-periods-i-e-1-3-6,"sql, sapb1",True
How do I add a selection icon in SAP B1 Crystal Report Parameter Field,1616679916,1,https://stackoverflow.com/questions/66800773/how-do-i-add-a-selection-icon-in-sap-b1-crystal-report-parameter-field,"crystal-reports, sapb1",True
Attach user form to UDF which is created in system form,1616174488,1,https://stackoverflow.com/questions/66712804/attach-user-form-to-udf-which-is-created-in-system-form,sapb1,True
SQL query for finding the latest sale price for an item for a customer,1614664571,2,https://stackoverflow.com/questions/66434043/sql-query-for-finding-the-latest-sale-price-for-an-item-for-a-customer,"sql, sapb1",True
SQL Server query that uses 2 different indexes returning fields by Doc Number line and then separate lines with fields by client information,1614272802,0,https://stackoverflow.com/questions/66373159/sql-server-query-that-uses-2-different-indexes-returning-fields-by-doc-number-li,"sql, sql-server, sapb1",False
How to change number formatting for Hana SQL query session or connection?,1614034965,0,https://stackoverflow.com/questions/66324693/how-to-change-number-formatting-for-hana-sql-query-session-or-connection,"hana, sapb1, hana-sql-script",False
Still getting NULL value for column in SQL pivot table,1613438072,1,https://stackoverflow.com/questions/66217507/still-getting-null-value-for-column-in-sql-pivot-table,"sql, sapb1",True
How to catch find button event &amp; apply condition after record search?,1613371064,1,https://stackoverflow.com/questions/66203673/how-to-catch-find-button-event-apply-condition-after-record-search,sapb1,False
Escaping single quotes in string,1612923082,0,https://stackoverflow.com/questions/66129981/escaping-single-quotes-in-string,"sql, sapb1",False
