title,creation_date,score,link,tags,is_answered
How to make a delivery note field validation in MIGO?,1707722158,1,https://stackoverflow.com/questions/77979807/how-to-make-a-delivery-note-field-validation-in-migo,"abap, sap-erp",False
How to connect SAP ERP with node.js,1707671217,0,https://stackoverflow.com/questions/77977635/how-to-connect-sap-erp-with-node-js,"javascript, node.js, sap-erp, saprfc",False
Emulating the CTCV_CONVERT_FLOAT_TO_DATE function in SQL or Python,1707426356,0,https://stackoverflow.com/questions/77964771/emulating-the-ctcv-convert-float-to-date-function-in-sql-or-python,"floating-point, snowflake-cloud-data-platform, abap, sap-erp",True
How to customize the receipt for cash journal in FBCJ?,1706079107,0,https://stackoverflow.com/questions/77871042/how-to-customize-the-receipt-for-cash-journal-in-fbcj,"abap, finance, sap-erp",True
SAP MIGO Dynamic ID,1705499883,0,https://stackoverflow.com/questions/77833008/sap-migo-dynamic-id,"excel, vba, sap-gui, sap-erp",False
BAPI_CONVERSION_EXT2INT1 to convert external WBS element number to internal,1701424314,0,https://stackoverflow.com/questions/77584344/bapi-conversion-ext2int1-to-convert-external-wbs-element-number-to-internal,"sap-erp, sap-basis, bapi",True
How to read ODQDATA blob field from HANA database?,1699020007,1,https://stackoverflow.com/questions/77417236/how-to-read-odqdata-blob-field-from-hana-database,"python, gzip, binary-data, sap-erp, odp",False
How to update XREF2 field in FB02 via batch input?,1698956614,-1,https://stackoverflow.com/questions/77412667/how-to-update-xref2-field-in-fb02-via-batch-input,"abap, sap-erp",True
Retrieving data from MCDOK table,1698785737,0,https://stackoverflow.com/questions/77399036/retrieving-data-from-mcdok-table,"abap, sap-erp, sap-query",True
SAP Inbound IDoc Fields and Outbound IDoc Fields Mapping Before Outbound IDoc Trigger,1695906079,1,https://stackoverflow.com/questions/77195206/sap-inbound-idoc-fields-and-outbound-idoc-fields-mapping-before-outbound-idoc-tr,"abap, sap-erp, idoc, sap-data-services",False
How to find a list of all function modules available in the system?,1695732782,0,https://stackoverflow.com/questions/77180215/how-to-find-a-list-of-all-function-modules-available-in-the-system,"abap, sap-erp, function-module",True
"Using BAPI_OBJCL_DELETE sometimes delete equipment class, sometimes not",1692505356,-1,https://stackoverflow.com/questions/76937937/using-bapi-objcl-delete-sometimes-delete-equipment-class-sometimes-not,"abap, sap-erp, bapi",False
Relationship of SAP Fiori to SAP S/4HANA?,1691700712,-2,https://stackoverflow.com/questions/76879234/relationship-of-sap-fiori-to-sap-s-4hana,"sap-fiori, sap-erp, s4hana",True
Read internal table - field symbol has not been assigned yet,1691571944,0,https://stackoverflow.com/questions/76866183/read-internal-table-field-symbol-has-not-been-assigned-yet,"abap, sap-erp, internal-tables",True
SQL Error SQL CODE: 4 occured while accessing table BSET,1691413792,0,https://stackoverflow.com/questions/76852053/sql-error-sql-code-4-occured-while-accessing-table-bset,"abap, sap-erp, opensql",True
Make 0 recognized as &#39;not initial&#39; by ABAP?,1691142483,2,https://stackoverflow.com/questions/76834770/make-0-recognized-as-not-initial-by-abap,"loops, abap, sap-erp, dynpro, sap-selection-screens",True
"Join EKKO, EKPO and EKBE - SAP",1690456828,1,https://stackoverflow.com/questions/76779232/join-ekko-ekpo-and-ekbe-sap,"sql, join, select, abap, sap-erp",True
Extract a table with filters in Python via SAP RFC,1689973896,0,https://stackoverflow.com/questions/76741270/extract-a-table-with-filters-in-python-via-sap-rfc,"python, sap-erp, saprfc",False
Is there any alternative BAPI/FM for BAPI_SALESORDER_SIMULATE to get the pricing data when we provide materials for salesorder create?,1689330087,0,https://stackoverflow.com/questions/76686785/is-there-any-alternative-bapi-fm-for-bapi-salesorder-simulate-to-get-the-pricing,"simulation, sap-erp, bapi, alternate",False
Select all linked materials for DRAD document?,1689086447,0,https://stackoverflow.com/questions/76663137/select-all-linked-materials-for-drad-document,"abap, sap-erp, opensql",True
"How to pre-sign and disable signature button, and make an Audit object a mandatory field?",1688118078,0,https://stackoverflow.com/questions/76587767/how-to-pre-sign-and-disable-signature-button-and-make-an-audit-object-a-mandato,"abap, audit, sap-erp",True
Upload XLSX with GUI_UPLOAD in a system 7.00,1687369299,-2,https://stackoverflow.com/questions/76525897/upload-xlsx-with-gui-upload-in-a-system-7-00,"xlsx, abap, sap-gui, sap-erp",True
A local object disappeared from $TMP. How to find it?,1685612583,0,https://stackoverflow.com/questions/76380594/a-local-object-disappeared-from-tmp-how-to-find-it,"abap, sap-erp, s4hana",True
How to grey out / disable a specific field on a selection screen in an enhancement,1685424613,0,https://stackoverflow.com/questions/76361831/how-to-grey-out-disable-a-specific-field-on-a-selection-screen-in-an-enhanceme,"abap, sap-erp, dynpro, sap-selection-screens",False
Getting the latest Document Number from BKPF - ABAP Question,1684742634,-1,https://stackoverflow.com/questions/76304137/getting-the-latest-document-number-from-bkpf-abap-question,"abap, sap-erp, accounting",True
How to upload PM order confirmation : actual data using BAPI in SAP,1683724070,0,https://stackoverflow.com/questions/76218813/how-to-upload-pm-order-confirmation-actual-data-using-bapi-in-sap,"abap, sap-erp, bapi",True
Create a transaction to display the Sales order and its subsequent document flow with the status in ALV format,1683704970,-1,https://stackoverflow.com/questions/76216078/create-a-transaction-to-display-the-sales-order-and-its-subsequent-document-flow,"abap, sap-erp",True
Custom event not getting triggered for standard table in SAP,1683232559,0,https://stackoverflow.com/questions/76177202/custom-event-not-getting-triggered-for-standard-table-in-sap,"event-handling, abap, sap-erp, custom-events",False
Update BKPF fields while posting a document after validation is successful,1680779801,0,https://stackoverflow.com/questions/75948899/update-bkpf-fields-while-posting-a-document-after-validation-is-successful,"abap, sap-erp, function-module, badi",False
Connection Between SAP GUI and VBA,1680725290,0,https://stackoverflow.com/questions/75943592/connection-between-sap-gui-and-vba,"excel, vba, string-concatenation, sap-gui, sap-erp",True
Custom PO fields are not updated in EXIT_SAPMM06E_013,1680256217,1,https://stackoverflow.com/questions/75897094/custom-po-fields-are-not-updated-in-exit-sapmm06e-013,"abap, sap-erp",True
Save Excel file in SAP GUI with Python,1680106001,0,https://stackoverflow.com/questions/75879641/save-excel-file-in-sap-gui-with-python,"python, pywin32, pyautogui, sap-gui, sap-erp",False
How to update a standard field when saving a sales order?,1680101142,1,https://stackoverflow.com/questions/75878790/how-to-update-a-standard-field-when-saving-a-sales-order,"abap, sap-erp",True
How to allow user to edit Purchase Order type at any time?,1680079938,1,https://stackoverflow.com/questions/75875039/how-to-allow-user-to-edit-purchase-order-type-at-any-time,"abap, sap-erp, purchase-order",False
How to connect to SAP ECC (on Linux server) from Azure Data Factory?,1678903468,0,https://stackoverflow.com/questions/75748535/how-to-connect-to-sap-ecc-on-linux-server-from-azure-data-factory,"azure, azure-data-factory, sap-erp",False
Repository / tool for determining table relationships (or possible relationships),1677052957,1,https://stackoverflow.com/questions/75529731/repository-tool-for-determining-table-relationships-or-possible-relationships,"abap, sap-erp, sap-data-dictionary",False
"How to link SAP tables (EKPO, MARA, ...) with SAP transactions (ME23n, ME3M, ...)?",1676067383,1,https://stackoverflow.com/questions/75416628/how-to-link-sap-tables-ekpo-mara-with-sap-transactions-me23n-me3m,"sap-erp, sap-data-dictionary",True
Enhance performance of ABAP report when using OpenSQL query and function call,1675938102,0,https://stackoverflow.com/questions/75397192/enhance-performance-of-abap-report-when-using-opensql-query-and-function-call,"abap, sap-erp, opensql",False
ABAP OPEN SQL in re-engeneering an old program,1675934747,1,https://stackoverflow.com/questions/75396555/abap-open-sql-in-re-engeneering-an-old-program,"abap, sap-erp, opensql",False
Excel VBA / SAP GUI: how to get Value from Cell in SAP to Excel. &quot;Node?&quot;,1675686805,1,https://stackoverflow.com/questions/75361370/excel-vba-sap-gui-how-to-get-value-from-cell-in-sap-to-excel-node,"excel, vba, treeview, sap-gui, sap-erp",False
What join columns should I take for ACDOCA and JVSO1 SAP tables?,1674542799,0,https://stackoverflow.com/questions/75218222/what-join-columns-should-i-take-for-acdoca-and-jvso1-sap-tables,"azure-synapse, sap-erp",False
BAPI_ACC_DOCUMENT_POST on ABAP Cloud?,1673616870,4,https://stackoverflow.com/questions/75109938/bapi-acc-document-post-on-abap-cloud,"abap, sap-erp, bapi, sap-business-technology-platform",True
How to increase copy activity performance in ADF for ACDOCA table?,1673469922,0,https://stackoverflow.com/questions/75088832/how-to-increase-copy-activity-performance-in-adf-for-acdoca-table,"azure-data-factory, partitioning, sap-erp",False
How to add select options to the selection screen of ME55?,1673419019,1,https://stackoverflow.com/questions/75079151/how-to-add-select-options-to-the-selection-screen-of-me55,"abap, sap-erp, sap-selection-screens",False
How to convert nested group in Excel from SAP report painter export into tabular form?,1672827609,1,https://stackoverflow.com/questions/75003994/how-to-convert-nested-group-in-excel-from-sap-report-painter-export-into-tabular,"excel, vba, sap-erp",False
Why pivotTable dont update after using RefreshAll or .PivotCache.Refresh - VBA,1671539398,0,https://stackoverflow.com/questions/74863121/why-pivottable-dont-update-after-using-refreshall-or-pivotcache-refresh-vba,"excel, vba, powerquery, powerpivot, sap-erp",True
Unable to import SAP ECC data using SSMS,1670208981,0,https://stackoverflow.com/questions/74682906/unable-to-import-sap-ecc-data-using-ssms,"ssis, ssms, sql-server-2016, biztalk, sap-erp",True
How to filter the SAP tables by the number of fields?,1668891452,2,https://stackoverflow.com/questions/74503691/how-to-filter-the-sap-tables-by-the-number-of-fields,"abap, sap-erp, sap-data-dictionary",True
Error in Synapse dataflow while connecting to SAP SLT via SAP CDC Connector,1668441741,1,https://stackoverflow.com/questions/74434532/error-in-synapse-dataflow-while-connecting-to-sap-slt-via-sap-cdc-connector,"azure-synapse, azure-data-lake-gen2, sap-erp, gigya",False
SAP ABAP DCL change the cardinality of the CDS VIEW result?,1668437313,2,https://stackoverflow.com/questions/74433491/sap-abap-dcl-change-the-cardinality-of-the-cds-view-result,"abap, sap-erp, cds",False
About Fivetran custom connectors,1667920597,1,https://stackoverflow.com/questions/74363074/about-fivetran-custom-connectors,"sap-erp, fivetran",False
More than 40 characters in SAP Variant Conditions for Quotation printouts,1666709833,0,https://stackoverflow.com/questions/74196088/more-than-40-characters-in-sap-variant-conditions-for-quotation-printouts,sap-erp,False
How to reverse POD status and PGI status?,1665569572,0,https://stackoverflow.com/questions/74040124/how-to-reverse-pod-status-and-pgi-status,"abap, sap-erp",True
How to view SN history of the PWO?,1664861266,1,https://stackoverflow.com/questions/73943452/how-to-view-sn-history-of-the-pwo,"sap-erp, serial-number",False
FUNCTION WS_DELIVERY_UPDATE_2 with NO_MESSAGES_UPDATE_1 = &#39;X&#39;,1664472864,0,https://stackoverflow.com/questions/73899596/function-ws-delivery-update-2-with-no-messages-update-1-x,"abap, sap-erp",True
Convert Markdown table from SAP to Excel?,1663866774,0,https://stackoverflow.com/questions/73818459/convert-markdown-table-from-sap-to-excel,"power-automate, sap-erp, o365-flow",False
Real time Data Extraction from SAP ECC,1663075332,0,https://stackoverflow.com/questions/73703771/real-time-data-extraction-from-sap-ecc,"azure, odata, azure-data-factory, sap-erp, sap-gateway",True
Is there any SAP API that infers or returns schema or metadata of a SAP Table?,1662536568,1,https://stackoverflow.com/questions/73631772/is-there-any-sap-api-that-infers-or-returns-schema-or-metadata-of-a-sap-table,"rest, sap-erp",False
Training and experimentation system for developing software interfacing with SAP ERP,1660750762,0,https://stackoverflow.com/questions/73391286/training-and-experimentation-system-for-developing-software-interfacing-with-sap,"sap-erp, s4hana",True
# in Material Description for some materials which is causing alignment issue in SAP ABAP,1660716163,-1,https://stackoverflow.com/questions/73383551/in-material-description-for-some-materials-which-is-causing-alignment-issue-in,"abap, sap-gui, sap-erp, non-printing-characters",True
Same CaseId&#39;s appearing even i used distinct keyword,1659613753,0,https://stackoverflow.com/questions/73235434/same-caseids-appearing-even-i-used-distinct-keyword,"mysql, sql, presto, sap-erp",False
Suppressing dialog messages coming from WFMC_MESSAGES_PROCESS,1658312345,0,https://stackoverflow.com/questions/73049857/suppressing-dialog-messages-coming-from-wfmc-messages-process,"abap, sap-erp",False
problem during updating standard table lips-lfimg using FM ws_delivery_update,1658128095,0,https://stackoverflow.com/questions/73018449/problem-during-updating-standard-table-lips-lfimg-using-fm-ws-delivery-update,"abap, sap-erp",False
Problem during update field LIPS-LFIMG in standard table,1657875005,0,https://stackoverflow.com/questions/72991425/problem-during-update-field-lips-lfimg-in-standard-table,"abap, sap-erp",True
Behaviour of RETURN parameter of BAPI_GOODSMVT_CREATE?,1657080107,0,https://stackoverflow.com/questions/72877825/behaviour-of-return-parameter-of-bapi-goodsmvt-create,"abap, sap-erp, bapi",True
FAGL_ACCOUNT_ITEMS_GL_API - Need values in 3 decimal places,1655723687,0,https://stackoverflow.com/questions/72686263/fagl-account-items-gl-api-need-values-in-3-decimal-places,sap-erp,False
Logic App SAP Connector - SAP running in Azure,1655408525,-2,https://stackoverflow.com/questions/72651123/logic-app-sap-connector-sap-running-in-azure,"azure, azure-logic-apps, sap-erp, netweaver",False
Why FF_5 is not posting EBS records to subledgers?,1655212756,0,https://stackoverflow.com/questions/72617702/why-ff-5-is-not-posting-ebs-records-to-subledgers,"ui-automation, abap, sap-erp, dynpro",False
How to get CJ20N project hierarchy?,1653978924,2,https://stackoverflow.com/questions/72443172/how-to-get-cj20n-project-hierarchy,"abap, sap-erp",True
BAPI or FM for Promise to pay creation?,1653562852,0,https://stackoverflow.com/questions/72390752/bapi-or-fm-for-promise-to-pay-creation,"abap, sap-erp, bapi",True
Any workflow assigned to 531 and 261 movement types?,1652849158,0,https://stackoverflow.com/questions/72283331/any-workflow-assigned-to-531-and-261-movement-types,"workflow, abap, sap-erp, bapi, function-module",True
How to pull Data into python from SAP ERP,1650457537,1,https://stackoverflow.com/questions/71939614/how-to-pull-data-into-python-from-sap-erp,"python, sap-erp, sap-bw",True
BAPI_GOODSMVT_CREATE in parallel mode causes &quot;plant data of the material XXX is locked&quot; error,1649894426,0,https://stackoverflow.com/questions/71865020/bapi-goodsmvt-create-in-parallel-mode-causes-plant-data-of-the-material-xxx-is,"abap, sap-erp, bapi, function-module",False
Long texts are not changed via BAPI_MATERIAL_SAVEDATA?,1649770077,1,https://stackoverflow.com/questions/71843577/long-texts-are-not-changed-via-bapi-material-savedata,".net, vb.net, sap-erp, bapi, sap-dotnet-connector",True
More than 30 characters for characteristic values in SAP ECC in Variant configuration,1649399161,1,https://stackoverflow.com/questions/71792523/more-than-30-characters-for-characteristic-values-in-sap-ecc-in-variant-configur,"configuration, character, variant, sap-erp",False
BAPI_GOODSMVT_CREATE with multiple material numbers and same PP order?,1649396645,1,https://stackoverflow.com/questions/71792162/bapi-goodsmvt-create-with-multiple-material-numbers-and-same-pp-order,"abap, sap-erp, bapi, function-module",True
SAP incremental data load in Azure Data Factory,1647358886,2,https://stackoverflow.com/questions/71485002/sap-incremental-data-load-in-azure-data-factory,"azure-data-factory, sap-erp, incremental-load",False
Delta Load on BSEG table into AZure using SAP table conenctor,1645459378,0,https://stackoverflow.com/questions/71209436/delta-load-on-bseg-table-into-azure-using-sap-table-conenctor,"azure, azure-data-factory, azure-logic-apps, abap, sap-erp",False
SAP / DB2 for LUW 11.1 Finding out process that is creating high number of TLOG entries,1645006185,0,https://stackoverflow.com/questions/71139815/sap-db2-for-luw-11-1-finding-out-process-that-is-creating-high-number-of-tlog,"database-performance, db2-luw, sap-erp",False
"Dynamics 365 connection with SAP, via plugin, with errors",1641761109,1,https://stackoverflow.com/questions/70645352/dynamics-365-connection-with-sap-via-plugin-with-errors,"plugins, dynamics-crm, integration, sap-erp",False
Is there any Function module to update the custom fields of VBRK table?,1641289884,0,https://stackoverflow.com/questions/70576884/is-there-any-function-module-to-update-the-custom-fields-of-vbrk-table,"abap, sap-erp",False
where used fields in BOM,1640596648,0,https://stackoverflow.com/questions/70493617/where-used-fields-in-bom,sap-erp,False
How can I update BUT050 &amp; BUT051 tables?,1640105136,1,https://stackoverflow.com/questions/70438844/how-can-i-update-but050-but051-tables,"abap, sap-erp",True
SAP Char.Value Description not in CAWNT,1638521207,0,https://stackoverflow.com/questions/70211612/sap-char-value-description-not-in-cawnt,"class, sap-erp, characteristics",False
Query on SAP table from Azure Databricks,1637133232,1,https://stackoverflow.com/questions/70000216/query-on-sap-table-from-azure-databricks,"databricks, azure-databricks, sap-erp",True
SELECT query with one or multiple IF statements in ABAP,1637055409,1,https://stackoverflow.com/questions/69986719/select-query-with-one-or-multiple-if-statements-in-abap,"sql, if-statement, select, abap, sap-erp",True
Selection to join the tables VBFA and VBRK,1636717308,0,https://stackoverflow.com/questions/69942384/selection-to-join-the-tables-vbfa-and-vbrk,"abap, sap-erp",True
Incorrect SQL statement using FOR ALL ENTRIES and NOT EXISTS,1636711900,0,https://stackoverflow.com/questions/69941194/incorrect-sql-statement-using-for-all-entries-and-not-exists,"abap, sap-erp",True
SAP - Employee Self-Service API REST,1636647784,1,https://stackoverflow.com/questions/69931653/sap-employee-self-service-api-rest,"rest, abap, sap-erp",False
SD Invoice with amount 0 EUR not to be transmitted to FI,1636540043,1,https://stackoverflow.com/questions/69911621/sd-invoice-with-amount-0-eur-not-to-be-transmitted-to-fi,"oop, abap, sap-erp",True
How to add &quot;Inv. recpt date&quot; field to Payment tab in MIRO?,1634904325,1,https://stackoverflow.com/questions/69676607/how-to-add-inv-recpt-date-field-to-payment-tab-in-miro,"abap, sap-erp, dynpro, badi",True
SAP ABAP CDS View / DCL check authorization,1634726503,0,https://stackoverflow.com/questions/69644528/sap-abap-cds-view-dcl-check-authorization,"abap, sap-erp, cds",False
How to join the tables KNBK and TIBAN?,1634631496,1,https://stackoverflow.com/questions/69627312/how-to-join-the-tables-knbk-and-tiban,"abap, sap-erp, opensql",True
Method for exporting SAP metadata to Excel?,1634238789,1,https://stackoverflow.com/questions/69576190/method-for-exporting-sap-metadata-to-excel,"export-to-excel, sap-erp",False
Is Order Unit in Purchasing view Plant dependent or not?,1633835935,1,https://stackoverflow.com/questions/69512031/is-order-unit-in-purchasing-view-plant-dependent-or-not,"abap, sap-erp",True
"How to stop Excel opening some sheets (downloaded via VBA) in new instance, causing PERSONAL.xlsb to invoke a &quot;File in Use&quot; dialog?",1633083832,0,https://stackoverflow.com/questions/69404314/how-to-stop-excel-opening-some-sheets-downloaded-via-vba-in-new-instance-caus,"excel, vba, sap-gui, sap-erp",False
Using the table BSEG in a selection without INNER JOIN,1632747505,0,https://stackoverflow.com/questions/69347034/using-the-table-bseg-in-a-selection-without-inner-join,"abap, sap-erp, opensql",True
Migration from DB2 10.05 to 10.5 Windows,1631541839,0,https://stackoverflow.com/questions/69164073/migration-from-db2-10-05-to-10-5-windows,"azure, db2, sap-erp",False
Special characters in EBS Search Strings?,1630507292,1,https://stackoverflow.com/questions/69015911/special-characters-in-ebs-search-strings,"regex, string, sap-erp",False
Function Module for Calculation Schema in MM,1629447067,4,https://stackoverflow.com/questions/68858945/function-module-for-calculation-schema-in-mm,"abap, sap-erp, function-module",True
Getting RFKK_MA_SCHEDULER parameter values,1629377827,0,https://stackoverflow.com/questions/68848319/getting-rfkk-ma-scheduler-parameter-values,"parameters, report, abap, sap-erp, function-module",False
Reading text in Table Control,1628273381,2,https://stackoverflow.com/questions/68685911/reading-text-in-table-control,"excel, vba, sap-erp, sap-gui",True
SAP MDG see Change Documents of a given Business Partner?,1624389441,1,https://stackoverflow.com/questions/68089581/sap-mdg-see-change-documents-of-a-given-business-partner,"sap-erp, master-data-management",True
How to check NOT NULL when calling RFC_READ_TABLE?,1623913693,1,https://stackoverflow.com/questions/68014515/how-to-check-not-null-when-calling-rfc-read-table,"python, sap-erp, saprfc, pyrfc",True
Query SAP ECC6 user create view in Azure Data Factory,1623694480,0,https://stackoverflow.com/questions/67975268/query-sap-ecc6-user-create-view-in-azure-data-factory,"azure, view, azure-data-factory, abap, sap-erp",False
User Exit or BAdI for VA01 partners tab,1623660456,1,https://stackoverflow.com/questions/67967288/user-exit-or-badi-for-va01-partners-tab,"abap, sap-erp",True
Misinterpretation of fields containing &quot; when importing text file with tab delimiter,1622741246,0,https://stackoverflow.com/questions/67826060/misinterpretation-of-fields-containing-when-importing-text-file-with-tab-delim,"excel, vba, delimiter, sap-erp",False
Are there any transactional Tables in the SAP Module MM?,1620996080,0,https://stackoverflow.com/questions/67534522/are-there-any-transactional-tables-in-the-sap-module-mm,sap-erp,False
VA01 BDC_OKCODE /00 not working as expected,1620988905,1,https://stackoverflow.com/questions/67532990/va01-bdc-okcode-00-not-working-as-expected,"abap, sap-erp",True
How to configure SAP SNC using Docker,1620128669,2,https://stackoverflow.com/questions/67384132/how-to-configure-sap-snc-using-docker,"dockerfile, sap-erp, saprfc, sap-basis",True
Suppress Print Dialogue Box in BDC SAP,1619441575,0,https://stackoverflow.com/questions/67267018/suppress-print-dialogue-box-in-bdc-sap,"abap, sap-erp",False
SAP Logic apps create creditor with input parameter,1618910054,0,https://stackoverflow.com/questions/67175929/sap-logic-apps-create-creditor-with-input-parameter,"azure-logic-apps, sap-erp, bapi",False
"Login SAP, with Powershell using SAP Connector for Microsoft .NET",1617183571,-1,https://stackoverflow.com/questions/66885217/login-sap-with-powershell-using-sap-connector-for-microsoft-net,".net, powershell, sap-erp, sap-gui",False
Release group and Release Strategy fields not filled in Service Entry Sheet(SES),1616160263,0,https://stackoverflow.com/questions/66709025/release-group-and-release-strategy-fields-not-filled-in-service-entry-sheetses,"abap, sap-erp, dynpro",True
accented characters not copied correctly from Access to SAP intermittently,1616075304,0,https://stackoverflow.com/questions/66692450/accented-characters-not-copied-correctly-from-access-to-sap-intermittently,"ms-access, sap-erp",False
Is it possible to change default system displaying for F4 help programmatically?,1616055771,1,https://stackoverflow.com/questions/66687214/is-it-possible-to-change-default-system-displaying-for-f4-help-programmatically,"abap, sap-erp, netweaver",False
How do I have to config my pc to view pdf documents in SAP Logon?,1615753256,0,https://stackoverflow.com/questions/66629151/how-do-i-have-to-config-my-pc-to-view-pdf-documents-in-sap-logon,"pdf, ascii, sap-erp, sap-gui",False
Implement two SELECT DISTINCT in one query?,1615322876,0,https://stackoverflow.com/questions/66554551/implement-two-select-distinct-in-one-query,"java, mysql, sql, sap-erp",True
Determine SAP Document Type changes during the year,1615313903,1,https://stackoverflow.com/questions/66552594/determine-sap-document-type-changes-during-the-year,"sap-erp, document-types",True
Run background JOB with COGI without changing the screens,1615229913,0,https://stackoverflow.com/questions/66535601/run-background-job-with-cogi-without-changing-the-screens,"transactions, background, abap, jobs, sap-erp",False
Standard report missing critical data,1615203566,0,https://stackoverflow.com/questions/66529164/standard-report-missing-critical-data,"finance, sap-erp",False
How to change zgrup field of customers with CMD_EI_API=&gt;MAINTAIN_BAPI?,1614793413,1,https://stackoverflow.com/questions/66462199/how-to-change-zgrup-field-of-customers-with-cmd-ei-api-maintain-bapi,"abap, sap-erp",False
Query fields from different mysql tables,1614260432,0,https://stackoverflow.com/questions/66369665/query-fields-from-different-mysql-tables,"mysql, sql, database, sap-erp",True
SAP GRC case start date and due date location in tables,1614003232,0,https://stackoverflow.com/questions/66317354/sap-grc-case-start-date-and-due-date-location-in-tables,sap-erp,False
How to extend &quot;Create with reference&quot; dialog in VA01/02,1612529222,1,https://stackoverflow.com/questions/66063560/how-to-extend-create-with-reference-dialog-in-va01-02,"sap-erp, dynpro",False
"Decimal separator issue from SAP to Excel: &quot;1,056&quot; versus &quot;1.056&quot; (factor 1000)",1612371579,0,https://stackoverflow.com/questions/66032175/decimal-separator-issue-from-sap-to-excel-1-056-versus-1-056-factor-1000,"vba, numbers, excel-2010, sap-erp, cell-formatting",False
